country,alpha_2_code,alpha_3_code,numeric_code,indicator,time_period,obs_value,sex,unit_multiplier,unit_of_measure,observation_status,observation_confidentaility,time_period_activity_related_to_when_the_data_are_collected,current_age
Mexico,MX,MEX,484,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2015,96,Total,Units,%,Estimated value,Free,,Total
Mexico,MX,MEX,484,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2016,98,Total,Units,%,Estimated value,Free,,Total
Mexico,MX,MEX,484,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2017,62,Total,Units,%,Estimated value,Free,,Total
Mexico,MX,MEX,484,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2018,99,Total,Units,%,Estimated value,Free,,Total
Mexico,MX,MEX,484,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2019,55,Total,Units,%,Estimated value,Free,,Total
Mexico,MX,MEX,484,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2020,79,Total,Units,%,Estimated value,Free,,Total
Mexico,MX,MEX,484,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2021,97,Total,Units,%,Estimated value,Free,,Total
Mexico,MX,MEX,484,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2022,82,Total,Units,%,Estimated value,Free,,Total
"Micronesia, Federated States of",FM,FSM,583,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2000,50,Total,Units,%,Estimated value,Free,,Total
"Micronesia, Federated States of",FM,FSM,583,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2001,64,Total,Units,%,Estimated value,Free,,Total
"Micronesia, Federated States of",FM,FSM,583,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2002,65,Total,Units,%,Estimated value,Free,,Total
"Micronesia, Federated States of",FM,FSM,583,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2003,66,Total,Units,%,Estimated value,Free,,Total
"Micronesia, Federated States of",FM,FSM,583,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2004,74,Total,Units,%,Estimated value,Free,,Total
"Micronesia, Federated States of",FM,FSM,583,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2005,84,Total,Units,%,Estimated value,Free,,Total
"Micronesia, Federated States of",FM,FSM,583,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2006,85,Total,Units,%,Estimated value,Free,,Total
"Micronesia, Federated States of",FM,FSM,583,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2007,86,Total,Units,%,Estimated value,Free,,Total
"Micronesia, Federated States of",FM,FSM,583,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2008,84,Total,Units,%,Estimated value,Free,,Total
"Micronesia, Federated States of",FM,FSM,583,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2009,82,Total,Units,%,Estimated value,Free,,Total
"Micronesia, Federated States of",FM,FSM,583,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2010,75,Total,Units,%,Estimated value,Free,,Total
"Micronesia, Federated States of",FM,FSM,583,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2011,75,Total,Units,%,Estimated value,Free,,Total
"Micronesia, Federated States of",FM,FSM,583,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2012,70,Total,Units,%,Estimated value,Free,,Total
"Micronesia, Federated States of",FM,FSM,583,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2013,75,Total,Units,%,Estimated value,Free,,Total
"Micronesia, Federated States of",FM,FSM,583,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2014,75,Total,Units,%,Estimated value,Free,,Total
"Micronesia, Federated States of",FM,FSM,583,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2015,74,Total,Units,%,Estimated value,Free,,Total
"Micronesia, Federated States of",FM,FSM,583,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2016,45,Total,Units,%,Estimated value,Free,,Total
"Micronesia, Federated States of",FM,FSM,583,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2017,52,Total,Units,%,Estimated value,Free,,Total
"Micronesia, Federated States of",FM,FSM,583,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2018,48,Total,Units,%,Estimated value,Free,,Total
"Micronesia, Federated States of",FM,FSM,583,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2019,52,Total,Units,%,Estimated value,Free,,Total
"Micronesia, Federated States of",FM,FSM,583,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2020,62,Total,Units,%,Estimated value,Free,,Total
"Micronesia, Federated States of",FM,FSM,583,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2021,38,Total,Units,%,Estimated value,Free,,Total
"Micronesia, Federated States of",FM,FSM,583,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2022,38,Total,Units,%,Estimated value,Free,,Total
Monaco,MC,MCO,492,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2014,79,Total,Units,%,Estimated value,Free,,Total
Monaco,MC,MCO,492,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2015,79,Total,Units,%,Estimated value,Free,,Total
Monaco,MC,MCO,492,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2016,79,Total,Units,%,Estimated value,Free,,Total
Monaco,MC,MCO,492,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2017,79,Total,Units,%,Estimated value,Free,,Total
Monaco,MC,MCO,492,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2018,79,Total,Units,%,Estimated value,Free,,Total
Monaco,MC,MCO,492,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2019,79,Total,Units,%,Estimated value,Free,,Total
Monaco,MC,MCO,492,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2020,80,Total,Units,%,Estimated value,Free,,Total
Monaco,MC,MCO,492,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2021,80,Total,Units,%,Estimated value,Free,,Total
Monaco,MC,MCO,492,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2022,80,Total,Units,%,Estimated value,Free,,Total
Mongolia,MN,MNG,496,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2000,75,Total,Units,%,Estimated value,Free,,Total
Mongolia,MN,MNG,496,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2001,95,Total,Units,%,Estimated value,Free,,Total
Mongolia,MN,MNG,496,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2002,96,Total,Units,%,Estimated value,Free,,Total
Mongolia,MN,MNG,496,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2003,98,Total,Units,%,Estimated value,Free,,Total
Mongolia,MN,MNG,496,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2004,98,Total,Units,%,Estimated value,Free,,Total
Mongolia,MN,MNG,496,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2005,98,Total,Units,%,Estimated value,Free,,Total
Mongolia,MN,MNG,496,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2006,96,Total,Units,%,Estimated value,Free,,Total
Mongolia,MN,MNG,496,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2007,97,Total,Units,%,Estimated value,Free,,Total
Mongolia,MN,MNG,496,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2008,96,Total,Units,%,Estimated value,Free,,Total
Mongolia,MN,MNG,496,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2009,97,Total,Units,%,Estimated value,Free,,Total
Mongolia,MN,MNG,496,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2010,95,Total,Units,%,Estimated value,Free,,Total
Mongolia,MN,MNG,496,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2011,98,Total,Units,%,Estimated value,Free,,Total
Mongolia,MN,MNG,496,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2012,98,Total,Units,%,Estimated value,Free,,Total
Mongolia,MN,MNG,496,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2013,97,Total,Units,%,Estimated value,Free,,Total
Mongolia,MN,MNG,496,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2014,98,Total,Units,%,Estimated value,Free,,Total
Mongolia,MN,MNG,496,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2015,98,Total,Units,%,Estimated value,Free,,Total
Mongolia,MN,MNG,496,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2016,90,Total,Units,%,Estimated value,Free,,Total
Mongolia,MN,MNG,496,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2017,98,Total,Units,%,Estimated value,Free,,Total
Mongolia,MN,MNG,496,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2018,98,Total,Units,%,Estimated value,Free,,Total
Mongolia,MN,MNG,496,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2019,98,Total,Units,%,Estimated value,Free,,Total
Mongolia,MN,MNG,496,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2020,96,Total,Units,%,Estimated value,Free,,Total
Mongolia,MN,MNG,496,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2021,94,Total,Units,%,Estimated value,Free,,Total
Mongolia,MN,MNG,496,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2022,93,Total,Units,%,Estimated value,Free,,Total
Montenegro,ME,MNE,499,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2007,95,Total,Units,%,Estimated value,Free,,Total
Montenegro,ME,MNE,499,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2008,96,Total,Units,%,Estimated value,Free,,Total
Montenegro,ME,MNE,499,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2009,96,Total,Units,%,Estimated value,Free,,Total
Montenegro,ME,MNE,499,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2010,97,Total,Units,%,Estimated value,Free,,Total
Montenegro,ME,MNE,499,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2011,97,Total,Units,%,Estimated value,Free,,Total
Montenegro,ME,MNE,499,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2012,97,Total,Units,%,Estimated value,Free,,Total
Montenegro,ME,MNE,499,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2013,94,Total,Units,%,Estimated value,Free,,Total
Montenegro,ME,MNE,499,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2014,95,Total,Units,%,Estimated value,Free,,Total
Montenegro,ME,MNE,499,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2015,94,Total,Units,%,Estimated value,Free,,Total
Montenegro,ME,MNE,499,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2016,86,Total,Units,%,Estimated value,Free,,Total
Montenegro,ME,MNE,499,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2017,83,Total,Units,%,Estimated value,Free,,Total
Montenegro,ME,MNE,499,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2018,86,Total,Units,%,Estimated value,Free,,Total
Montenegro,ME,MNE,499,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2019,81,Total,Units,%,Estimated value,Free,,Total
Montenegro,ME,MNE,499,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2020,76,Total,Units,%,Estimated value,Free,,Total
Montenegro,ME,MNE,499,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2021,79,Total,Units,%,Estimated value,Free,,Total
Montenegro,ME,MNE,499,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2022,70,Total,Units,%,Estimated value,Free,,Total
Morocco,MA,MAR,504,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2004,91,Total,Units,%,Estimated value,Free,,Total
Morocco,MA,MAR,504,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2005,92,Total,Units,%,Estimated value,Free,,Total
Morocco,MA,MAR,504,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2006,92,Total,Units,%,Estimated value,Free,,Total
Morocco,MA,MAR,504,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2007,92,Total,Units,%,Estimated value,Free,,Total
Morocco,MA,MAR,504,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2014,54,Total,Units,%,Estimated value,Free,,Total
Morocco,MA,MAR,504,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2015,95,Total,Units,%,Estimated value,Free,,Total
Morocco,MA,MAR,504,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2016,99,Total,Units,%,Estimated value,Free,,Total
Morocco,MA,MAR,504,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2017,99,Total,Units,%,Estimated value,Free,,Total
Morocco,MA,MAR,504,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2018,99,Total,Units,%,Estimated value,Free,,Total
Morocco,MA,MAR,504,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2019,99,Total,Units,%,Estimated value,Free,,Total
Morocco,MA,MAR,504,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2020,99,Total,Units,%,Estimated value,Free,,Total
Morocco,MA,MAR,504,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2021,99,Total,Units,%,Estimated value,Free,,Total
Morocco,MA,MAR,504,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2022,99,Total,Units,%,Estimated value,Free,,Total
Mozambique,MZ,MOZ,508,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2016,36,Total,Units,%,Estimated value,Free,,Total
Mozambique,MZ,MOZ,508,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2017,45,Total,Units,%,Estimated value,Free,,Total
Mozambique,MZ,MOZ,508,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2018,58,Total,Units,%,Estimated value,Free,,Total
Mozambique,MZ,MOZ,508,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2019,64,Total,Units,%,Estimated value,Free,,Total
Mozambique,MZ,MOZ,508,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2020,62,Total,Units,%,Estimated value,Free,,Total
Mozambique,MZ,MOZ,508,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2021,70,Total,Units,%,Estimated value,Free,,Total
Mozambique,MZ,MOZ,508,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2022,70,Total,Units,%,Estimated value,Free,,Total
Burma,MM,MMR,104,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2008,57,Total,Units,%,Estimated value,Free,,Total
Burma,MM,MMR,104,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2009,65,Total,Units,%,Estimated value,Free,,Total
Burma,MM,MMR,104,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2010,75,Total,Units,%,Estimated value,Free,,Total
Burma,MM,MMR,104,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2011,80,Total,Units,%,Estimated value,Free,,Total
Burma,MM,MMR,104,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2013,80,Total,Units,%,Estimated value,Free,,Total
Burma,MM,MMR,104,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2014,82,Total,Units,%,Estimated value,Free,,Total
Burma,MM,MMR,104,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2015,78,Total,Units,%,Estimated value,Free,,Total
Burma,MM,MMR,104,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2016,86,Total,Units,%,Estimated value,Free,,Total
Burma,MM,MMR,104,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2017,80,Total,Units,%,Estimated value,Free,,Total
Burma,MM,MMR,104,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2018,87,Total,Units,%,Estimated value,Free,,Total
Burma,MM,MMR,104,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2019,80,Total,Units,%,Estimated value,Free,,Total
Burma,MM,MMR,104,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2020,90,Total,Units,%,Estimated value,Free,,Total
Burma,MM,MMR,104,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2021,42,Total,Units,%,Estimated value,Free,,Total
Burma,MM,MMR,104,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2022,64,Total,Units,%,Estimated value,Free,,Total
Namibia,,NAM,516,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2017,32,Total,Units,%,Estimated value,Free,,Total
Namibia,,NAM,516,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2018,50,Total,Units,%,Estimated value,Free,,Total
Namibia,,NAM,516,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2019,56,Total,Units,%,Estimated value,Free,,Total
Namibia,,NAM,516,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2020,63,Total,Units,%,Estimated value,Free,,Total
Namibia,,NAM,516,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2021,56,Total,Units,%,Estimated value,Free,,Total
Namibia,,NAM,516,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2022,79,Total,Units,%,Estimated value,Free,,Total
Nauru,NR,NRU,520,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2001,95,Total,Units,%,Estimated value,Free,,Total
Nauru,NR,NRU,520,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2002,83,Total,Units,%,Estimated value,Free,,Total
Nauru,NR,NRU,520,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2003,72,Total,Units,%,Estimated value,Free,,Total
Nauru,NR,NRU,520,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2004,60,Total,Units,%,Estimated value,Free,,Total
Nauru,NR,NRU,520,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2005,50,Total,Units,%,Estimated value,Free,,Total
Nauru,NR,NRU,520,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2006,97,Total,Units,%,Estimated value,Free,,Total
Nauru,NR,NRU,520,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2007,99,Total,Units,%,Estimated value,Free,,Total
Nauru,NR,NRU,520,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2008,99,Total,Units,%,Estimated value,Free,,Total
Nauru,NR,NRU,520,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2009,92,Total,Units,%,Estimated value,Free,,Total
Nauru,NR,NRU,520,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2010,99,Total,Units,%,Estimated value,Free,,Total
Nauru,NR,NRU,520,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2011,99,Total,Units,%,Estimated value,Free,,Total
Nauru,NR,NRU,520,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2012,81,Total,Units,%,Estimated value,Free,,Total
Nauru,NR,NRU,520,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2013,88,Total,Units,%,Estimated value,Free,,Total
Nauru,NR,NRU,520,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2014,94,Total,Units,%,Estimated value,Free,,Total
Nauru,NR,NRU,520,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2015,96,Total,Units,%,Estimated value,Free,,Total
Nauru,NR,NRU,520,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2016,97,Total,Units,%,Estimated value,Free,,Total
Nauru,NR,NRU,520,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2017,94,Total,Units,%,Estimated value,Free,,Total
Nauru,NR,NRU,520,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2018,94,Total,Units,%,Estimated value,Free,,Total
Nauru,NR,NRU,520,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2019,95,Total,Units,%,Estimated value,Free,,Total
Nauru,NR,NRU,520,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2020,97,Total,Units,%,Estimated value,Free,,Total
Nauru,NR,NRU,520,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2021,97,Total,Units,%,Estimated value,Free,,Total
Nauru,NR,NRU,520,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2022,97,Total,Units,%,Estimated value,Free,,Total
Nepal,NP,NPL,524,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2016,25,Total,Units,%,Estimated value,Free,,Total
Nepal,NP,NPL,524,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2017,59,Total,Units,%,Estimated value,Free,,Total
Nepal,NP,NPL,524,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2018,69,Total,Units,%,Estimated value,Free,,Total
Nepal,NP,NPL,524,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2019,76,Total,Units,%,Estimated value,Free,,Total
Nepal,NP,NPL,524,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2020,74,Total,Units,%,Estimated value,Free,,Total
Nepal,NP,NPL,524,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2021,87,Total,Units,%,Estimated value,Free,,Total
Nepal,NP,NPL,524,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2022,87,Total,Units,%,Estimated value,Free,,Total
Netherlands,NL,NLD,528,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2002,96,Total,Units,%,Estimated value,Free,,Total
Netherlands,NL,NLD,528,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2003,98,Total,Units,%,Estimated value,Free,,Total
Netherlands,NL,NLD,528,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2004,98,Total,Units,%,Estimated value,Free,,Total
Netherlands,NL,NLD,528,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2005,93,Total,Units,%,Estimated value,Free,,Total
Netherlands,NL,NLD,528,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2006,92,Total,Units,%,Estimated value,Free,,Total
Netherlands,NL,NLD,528,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2007,92,Total,Units,%,Estimated value,Free,,Total
Netherlands,NL,NLD,528,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2008,93,Total,Units,%,Estimated value,Free,,Total
Netherlands,NL,NLD,528,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2009,93,Total,Units,%,Estimated value,Free,,Total
Netherlands,NL,NLD,528,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2010,92,Total,Units,%,Estimated value,Free,,Total
Netherlands,NL,NLD,528,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2011,93,Total,Units,%,Estimated value,Free,,Total
Netherlands,NL,NLD,528,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2012,93,Total,Units,%,Estimated value,Free,,Total
Netherlands,NL,NLD,528,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2013,92,Total,Units,%,Estimated value,Free,,Total
Netherlands,NL,NLD,528,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2014,93,Total,Units,%,Estimated value,Free,,Total
Netherlands,NL,NLD,528,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2015,92,Total,Units,%,Estimated value,Free,,Total
Netherlands,NL,NLD,528,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2016,91,Total,Units,%,Estimated value,Free,,Total
Netherlands,NL,NLD,528,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2017,90,Total,Units,%,Estimated value,Free,,Total
Netherlands,NL,NLD,528,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2018,89,Total,Units,%,Estimated value,Free,,Total
Netherlands,NL,NLD,528,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2019,90,Total,Units,%,Estimated value,Free,,Total
Netherlands,NL,NLD,528,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2020,89,Total,Units,%,Estimated value,Free,,Total
Netherlands,NL,NLD,528,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2021,90,Total,Units,%,Estimated value,Free,,Total
Netherlands,NL,NLD,528,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2022,85,Total,Units,%,Estimated value,Free,,Total
New Zealand,NZ,NZL,554,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2011,86,Total,Units,%,Estimated value,Free,,Total
New Zealand,NZ,NZL,554,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2012,85,Total,Units,%,Estimated value,Free,,Total
New Zealand,NZ,NZL,554,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2013,86,Total,Units,%,Estimated value,Free,,Total
New Zealand,NZ,NZL,554,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2014,86,Total,Units,%,Estimated value,Free,,Total
New Zealand,NZ,NZL,554,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2015,87,Total,Units,%,Estimated value,Free,,Total
New Zealand,NZ,NZL,554,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2016,89,Total,Units,%,Estimated value,Free,,Total
